client_id,city_nm,Total_spent
5-LP637CHK,Новосибирск,1847.5
5-LPUPUII9,Ростов-на-Дону,639.6
5-LQ4PZR7B,Санкт-Петербург,349.0
5-LQ5E3SEW,Новосибирск,1600.0
5-LQ7TOKVY,Екатеринбург,1499.0
5-LQFH242J,Воронеж,249.0
5-LQFH242J,Москва,1158.7
5-LQFH242J,Санкт-Петербург,149.7
5-LQXC4RDK,Москва,25.98
5-LR0518PW,Санкт-Петербург,1999.0
5-LR1AKUI3,Красноярск,629.3
5-LR2FRYQK,Москва,41.9
5-LR6KZUFH,Красноярск,435.0
5-LRJF22NR,Санкт-Петербург,570.0
5-LRN6B616,Москва,179.1
5-LSDC91EG,Москва,1428.93
5-LSK0XPQY,Москва,96.0
5-LSQS639U,Санкт-Петербург,329.0
5-LSS5U7C2,Новосибирск,1537.4
5-LSVGC03M,Москва,1899.05
5-LSWUP3H3,Санкт-Петербург,299.4
5-LSXL9JEJ,Москва,859.0
5-LT2R4O06,Красноярск,255.15
5-LTAJTGXG,Краснодар,899.0
5-LTK29MQ9,Москва,360.0
5-LTLWLPOS,Москва,1600.0
5-LTYIYHCM,Санкт-Петербург,362.5
5-LTZEUEZY,Санкт-Петербург,24.75
5-LTZW7QYF,Москва,515.0
5-LU0NJJLF,Красноярск,403.2
5-LU71BR5A,Краснодар,249.0
5-LUFUG2DL,Москва,79.9
5-LUXP7WGX,Санкт-Петербург,854.1
5-LV7CYYYN,Санкт-Петербург,684.6
5-LV7W0MI4,Санкт-Петербург,1499.0
5-LVE2Q7G5,Краснодар,199.0
5-LVMA7WZY,Москва,1649.04
5-LVMA7WZY,Санкт-Петербург,710.0
5-LVMA7WZY,Челябинск,249.0
5-LVOAY6AS,Ростов-на-Дону,329.9
5-LVQ5JKAV,Москва,90.0
5-LVQTSB6W,Санкт-Петербург,2413.0
5-LVREOA17,Санкт-Петербург,399.0
5-LWFPS5BI,Москва,329.67
5-LWGSY2V7,Москва,1217.0
5-LWKRUUSG,Москва,2499.0
5-LWKRUUSG,Самара,782.0
5-LWKRUUSG,Уфа,1320.0
5-LWQDBCXY,Москва,133.0
5-LWRUVFXG,Санкт-Петербург,1088.6
5-LWXE2EC4,Санкт-Петербург,899.0
5-LWY7Q0BQ,Новосибирск,297.95
5-LX0EMD2T,Пермь,67.35
5-LXCCX9O3,Екатеринбург,270.0
5-LXJR2JZ2,Казань,882.55
5-LXJR2JZ2,Москва,802.94
5-LXJR2JZ2,Санкт-Петербург,524.01
5-LXXYRHO6,Казань,419.0
5-LXY5RKUJ,Москва,399.0
5-LY0JM3R8,Санкт-Петербург,25.98
5-LY1BUXWU,Москва,79.9
5-LY1M02O0,Новосибирск,329.0
5-LY39UYZG,Санкт-Петербург,600.0
5-LY39VGLV,Санкт-Петербург,1600.0
5-LY53E5DK,Санкт-Петербург,73.8
5-LY77Z52D,Санкт-Петербург,2534.0
5-LYH4W3Q7,Москва,599.0
5-LYS6QD8E,Волгоград,259.0
5-LYS6QD8E,Краснодар,42.25
5-LYS6QD8E,Москва,1083.0
5-LYS6QD8E,Пермь,392.0
5-LYS6QD8E,Санкт-Петербург,1137.7
5-LYWLWK75,Москва,87.25
5-LYXI6ACB,Нижний Новгород,1100.0
5-LYYTGU2F,Санкт-Петербург,1999.0
5-LYZLOM5A,Москва,19.8
5-LYZLOM5A,Санкт-Петербург,79.9
5-LZ023EVX,Москва,814.0
5-LZ6BGK1Q,Санкт-Петербург,25.98
5-LZ919SOI,Уфа,352.0
5-LZE2WZHV,Москва,814.0
5-LZMAEAF2,Казань,124.75
5-LZO0WB1X,Екатеринбург,200.0
5-LZOEAMCZ,Москва,385.0
5-LZUWYR8O,Москва,839.0
5-LZVV9WSX,Санкт-Петербург,82.0
5-M010MI47,Казань,14.9
5-M01MG4T0,Пермь,60.48
5-M09CXVTM,Воронеж,232.5
5-M09CXVTM,Екатеринбург,552.53
5-M09CXVTM,Новосибирск,2799.3
5-M09CXVTM,Омск,391.0
5-M09CXVTM,Самара,112.25
5-M09CXVTM,Санкт-Петербург,1105.8
5-M09CXVTM,Уфа,391.0
5-M0Z3515P,Казань,93.75
5-M13K9L45,Екатеринбург,414.75
5-M169V8O8,Уфа,2998.0
5-M1AJ9LMM,Екатеринбург,1099.0
5-M1AJ9LMM,Краснодар,1099.0
5-M1E21O1N,Москва,1378.0
5-M1JRCAO2,Москва,745.34
5-M1LBVG2W,Москва,435.0
5-M1RYPJIF,Москва,82.0
5-M1SPJAFH,Москва,1628.0
5-M1W6129Y,Москва,528.0
5-M2E2BGG4,Казань,162.25
5-M2E2BGG4,Краснодар,162.25
5-M2GET584,Екатеринбург,930.0
5-M2GET584,Казань,174.75
5-M2GET584,Москва,3099.25
5-M2GET584,Нижний Новгород,360.0
5-M2GET584,Санкт-Петербург,174.75
5-M2L0AAQO,Санкт-Петербург,249.75
5-M2LHQW17,Ростов-на-Дону,403.2
5-M2T8RY4K,Санкт-Петербург,324.0
5-M2Z4426W,Москва,599.0
5-M37HITXQ,Санкт-Петербург,699.01
5-M391GWTY,Москва,1278.0
5-M391GWTY,Санкт-Петербург,195.0
5-M3ARRGHH,Москва,412.17
5-M3UL3M37,Волгоград,515.0
5-M3UL3M37,Самара,1899.05
5-M3XBHMWH,Краснодар,194.7
5-M3XBHMWH,Санкт-Петербург,3191.4700000000003
5-M3YV2H7G,Москва,29.0
5-M45TJLFQ,Санкт-Петербург,299.5
5-M49EIV6N,Уфа,82.0
5-M4FCQMY5,Москва,1099.0
5-M4FMF6FR,Пермь,288.0
5-M4G4PYJH,Москва,699.75
5-M4JF45VH,Краснодар,266.0
5-M4JOY4ZQ,Самара,814.0
5-M4KTJU7I,Челябинск,2102.25
5-M4OTUMWD,Москва,1798.01
5-M4XGUJBM,Москва,3416.77
5-M4Z7H7LP,Красноярск,154.5
5-M57Y0WGD,Пермь,1628.0
5-M5JHM38E,Краснодар,125.0
5-M5JHM38E,Пермь,568.0
5-M5OE1JH0,Екатеринбург,82.0
5-M5PX3D9H,Москва,1699.0
5-M5QS78B5,Санкт-Петербург,329.67
5-M5S76Z17,Самара,86.7
5-M5S76Z17,Санкт-Петербург,49.8
5-M5SPSH7L,Москва,309.0
5-M5XHZS87,Москва,1717.75
5-M6G02BT7,Казань,3674.05
5-M6JLVF4B,Волгоград,119.8
5-M6SO9AY0,Красноярск,465.0
5-M6UQM4EB,Москва,1159.5
5-M6W1D7CN,Москва,2478.25
5-M6X26TNK,Пермь,24.9
5-M77638YU,Воронеж,550.0
5-M7FZGOZI,Санкт-Петербург,1374.75
5-M7JSTLEM,Новосибирск,174.75
5-M7KNURQP,Москва,921.65
5-M7VDM024,Санкт-Петербург,174.75
5-M86R1Q0F,Москва,1343.1
5-M86R1Q0F,Санкт-Петербург,1414.33
5-M8A30SCN,Москва,3398.47
5-M8HOO00E,Москва,149.75
5-M8V6D6Z9,Москва,499.0
5-M8WOU0UG,Москва,412.0
5-M90ILV38,Ростов-на-Дону,882.55
5-M9PKO21M,Нижний Новгород,2238.88
5-M9U4R89F,Ростов-на-Дону,3031.2
5-M9UMHU4N,Екатеринбург,435.0
5-M9WW6IL7,Нижний Новгород,49.75
5-MA124IKF,Москва,2645.5
5-MA1OSL1D,Москва,555.0
5-MA36YMPY,Москва,2029.0
5-MA8DSOYR,Москва,249.5
5-MA9PSMED,Казань,43.5
5-MAFOJFXG,Казань,112.25
5-MAFOJFXG,Москва,1618.0
5-MAFOJFXG,Санкт-Петербург,1559.34
5-MAFS1UXF,Москва,977.0
5-MAFS1UXF,Ростов-на-Дону,495.0
5-MAKK89F6,Москва,329.0
5-MAKR4Q9G,Пермь,854.1
5-MALFT42S,Санкт-Петербург,1051.95
5-MAMBRZAS,Казань,349.0
5-MAOUCGXL,Москва,379.6
5-MAOUCGXL,Санкт-Петербург,139.6
5-MAQGICOF,Москва,299.0
5-MAX5JMR5,Москва,1287.95
5-MB73KSIN,Москва,62.85
5-MB94IL4R,Москва,340.0
5-MBIQGLAR,Нижний Новгород,200.0
5-MBLQFRW8,Краснодар,172.28
5-MBLQFRW8,Санкт-Петербург,1674.33
5-MBLWPP7J,Санкт-Петербург,499.24
5-MBNADU53,Москва,104.75
5-MBOTOMS8,Москва,519.0
5-MC7N1IA9,Новосибирск,870.0
5-MCC7PUPX,Нижний Новгород,989.0
5-MCG4YSLK,Краснодар,1099.0
5-MCRJ65PE,Новосибирск,297.0
5-MD2HRENE,Санкт-Петербург,2900.0
5-MDC6NYI5,Санкт-Петербург,825.0
5-MDGNSRDK,Санкт-Петербург,1288.9
5-MDJBUKHR,Екатеринбург,19.8
5-MDJBUKHR,Казань,19.0
5-MDJBUKHR,Красноярск,26.0
5-MDJBUKHR,Москва,65.12
5-MDJBUKHR,Самара,23.32
5-MDJBUKHR,Санкт-Петербург,50.370000000000005
5-MDNAZEA2,Новосибирск,814.0
5-MDQ9L44Z,Пермь,633.0
5-MDRSNTB1,Санкт-Петербург,550.0
5-ME0R8CYE,Москва,3959.0
5-MEHY4T03,Москва,2248.0
5-MEKAYY9J,Москва,299.0
5-MENF0OAL,Санкт-Петербург,580.4
5-MEQ8QK75,Краснодар,299.4
5-MEQ8QK75,Самара,319.2
5-METBTCO6,Санкт-Петербург,618.5999999999999
5-MF42Q26S,Новосибирск,1158.6
5-MFCIF3O3,Москва,2994.3100000000004
5-MFOGQYK4,Москва,329.0
5-MFOGQYK4,Нижний Новгород,2397.78
5-MFOGQYK4,Ростов-на-Дону,2397.78
5-MFQJZFXX,Уфа,814.0
5-MFSCZWF1,Новосибирск,82.0
5-MFW3OIW4,Москва,848.93
5-MFW3OIW4,Санкт-Петербург,175.0
5-MG2MZ11G,Новосибирск,1099.0
5-MG4RYY3A,Казань,1999.0
5-MG5829SN,Челябинск,2160.34
5-MG6QX901,Москва,167.6
5-MGL63HRF,Москва,759.2
5-MGOQ8B8A,Пермь,99.9
5-MGPO8R8V,Москва,680.0
5-MGPO8R8V,Санкт-Петербург,629.0
5-MGS21I89,Ростов-на-Дону,2999.0
5-MGT60BQO,Уфа,22.12
5-MGV049J5,Москва,1193.25
5-MGV049J5,Санкт-Петербург,1009.75
5-MGY42URS,Санкт-Петербург,720.0
5-MGYUETD4,Москва,499.0
5-MGZE1PED,Омск,181.25
5-MH6U640E,Москва,599.0
5-MH6U640E,Санкт-Петербург,61.6
5-MH75WUV9,Санкт-Петербург,3599.0
5-MH7F7U08,Москва,1000.0
5-MHC7OG3Y,Санкт-Петербург,19.700000000000003
5-MHY6SJ90,Самара,3895.62
5-MITXJ5Y4,Ростов-на-Дону,873.54
5-MJ4UE6Q6,Пермь,133.0
5-MJ4UE6Q6,Самара,3959.0
5-MJ4UE6Q6,Санкт-Петербург,882.55
5-MJ5IVIVF,Самара,1288.9
5-MJ9V6OTT,Москва,87.0
5-MJ9V6OTT,Санкт-Петербург,82.0
5-MJO2P686,Воронеж,1307.0
5-MK3V80X0,Уфа,266.0
5-MKBHS7KP,Санкт-Петербург,29.0
5-MKD1W6L3,Санкт-Петербург,1558.8
5-MKJE18TT,Москва,399.0
5-MKJE18TT,Ростов-на-Дону,189.28
5-MKJE18TT,Санкт-Петербург,360.0
5-MKPWW3KU,Москва,2133.0
5-MKRZ6U9V,Волгоград,881.16
5-MKRZ6U9V,Краснодар,349.5
5-MKRZ6U9V,Санкт-Петербург,286.75
5-MKU3CEYL,Москва,585.2
5-MKU3CEYL,Санкт-Петербург,150.0
5-MKW2ZLX7,Москва,86.52
5-MKYSS9MX,Москва,499.0
5-MKYSS9MX,Санкт-Петербург,515.25
5-ML2H051W,Самара,129.9
5-ML44XOL8,Санкт-Петербург,14.9
5-ML7KC3GM,Казань,62.25
5-ML7KC3GM,Москва,472.35
5-ML7KC3GM,Санкт-Петербург,679.0
5-ML82I4RL,Москва,729.0
5-MLQI39AX,Москва,449.1
5-MLR1JH2Y,Екатеринбург,435.0
5-MLU0NXCN,Воронеж,174.75
5-MLU0NXCN,Екатеринбург,940.11
5-MLU0NXCN,Казань,124.5
5-MLU0NXCN,Москва,965.65
5-MLU0NXCN,Нижний Новгород,61.0
5-MLU0NXCN,Новосибирск,550.0
5-MLU0NXCN,Санкт-Петербург,484.5
5-MM0LTTKE,Уфа,1532.0
5-MM43NS7Z,Новосибирск,759.6
5-MM7758KG,Краснодар,29.0
5-MMY6EX9K,Санкт-Петербург,1308.0
5-MN2CPM8L,Москва,174.0
5-MN9YYCE9,Самара,259.0
5-MNBDWMM0,Санкт-Петербург,1179.35
5-MNK7JK6A,Казань,100.1
5-MNK7JK6A,Новосибирск,399.6
5-MNXU42BZ,Москва,1199.0
5-MNXU42BZ,Санкт-Петербург,899.0
5-MO95OTI7,Санкт-Петербург,880.0
5-MODEW0BR,Краснодар,999.0
5-MODEW0BR,Москва,999.0
5-MOJW561V,Санкт-Петербург,2799.3
5-MOL41SF1,Екатеринбург,999.0
5-MON6JB1O,Москва,710.0
5-MONZWSGC,Краснодар,929.0
5-MORV72HO,Москва,999.0
5-MOU2JHRM,Воронеж,209.3
5-MOU2JHRM,Екатеринбург,420.0
5-MOU2JHRM,Краснодар,133.0
5-MOU2JHRM,Красноярск,179.0
5-MOU2JHRM,Ростов-на-Дону,49.8
5-MOU2JHRM,Санкт-Петербург,1096.26
5-MOU2JHRM,Уфа,133.0
5-MOU2JHRM,Челябинск,537.86
5-MP6FL7K5,Москва,1598.0
5-MPJ8ZVQP,Москва,1120.0
5-MPJAE485,Москва,1106.56
5-MPOEY8TO,Москва,1819.89
5-MPT9QJ9K,Москва,1899.0
5-MPY67T90,Москва,360.0
5-MPY67T90,Санкт-Петербург,684.0
5-MQ7PB0U5,Уфа,974.35
5-MQXLVI1S,Москва,3370.37
5-MR2YAWK1,Екатеринбург,710.0
5-MRDWWSHY,Уфа,449.1
5-MREPE6FL,Казань,30.6
5-MRZHZH8H,Казань,2999.0
5-MS64SUDM,Новосибирск,1499.0
5-MSH87DZF,Казань,340.0
5-MSH87DZF,Москва,1359.0
5-MSH87DZF,Самара,390.0
5-MSP4BKOW,Москва,3297.0
5-MT0OCE3U,Екатеринбург,249.75
5-MT0OCE3U,Краснодар,374.75
5-MT0OCE3U,Санкт-Петербург,274.5
5-MT5STNTH,Москва,973.73
5-MTEX53FX,Волгоград,382.25
5-MTEX53FX,Екатеринбург,180.0
5-MTEX53FX,Москва,16.9
5-MTEX53FX,Пермь,118.75
5-MTNMNLW3,Москва,599.0
5-MTQU3IP9,Москва,124.75
5-MTT4MX5G,Екатеринбург,3709.3
5-MTW8A7IK,Екатеринбург,299.4
5-MTW8A7IK,Москва,1954.42
5-MTYLMQ5K,Москва,1099.0
5-MU28YO70,Уфа,399.6
5-MU3ZHYMY,Санкт-Петербург,718.2
5-MUEVNPJ9,Санкт-Петербург,130.0
5-MUG371WO,Санкт-Петербург,1299.0
5-MUI01BGD,Москва,3518.85
5-MUOIFP54,Санкт-Петербург,824.25
5-MUPSZDQB,Уфа,443.5
5-MUQOI73W,Москва,2960.55
5-MUSPS6FL,Нижний Новгород,349.0
5-MUT6G4MY,Москва,35.85
5-MUT6G4MY,Уфа,108.0
5-MUV9KCYN,Волгоград,29.0
5-MUWBCOXT,Москва,2604.54
5-MV2T68AH,Екатеринбург,360.0
5-MV3XJ684,Санкт-Петербург,1199.0
5-MV55R9U8,Волгоград,624.5
5-MVI02U1R,Нижний Новгород,29.0
5-MVRN2O02,Москва,2479.0
5-MWBOWV9J,Санкт-Петербург,59.85
5-MWD1A6GJ,Москва,550.0
5-MWGGRSUQ,Москва,465.0
5-MWIY19TW,Санкт-Петербург,1598.85
5-MWLCPLJT,Москва,1600.0
5-MWR28YJD,Москва,1813.0
5-MWR28YJD,Уфа,813.0
5-MWUPNNHS,Москва,299.0
5-MWVX8XF4,Казань,629.3
5-MWVX8XF4,Самара,639.0
5-MX0M1IBY,Москва,2471.0
5-MXBKC8KX,Казань,2799.3
5-MXBZDBIN,Москва,2143.1
5-MXDV3XM2,Омск,159.8
5-MXH7FC08,Екатеринбург,1343.1
5-MXK8X2Y1,Екатеринбург,745.34
5-MXKGWS5Y,Москва,249.0
5-MXM69YCJ,Пермь,232.5
5-MXR88BS4,Москва,329.0
5-MXR88BS4,Челябинск,349.57
5-MXWMBHQX,Новосибирск,1283.0
5-MXWMPUUM,Москва,680.0
5-MXY349UR,Москва,550.0
5-MXY349UR,Санкт-Петербург,61.6
5-MY1EAJB2,Москва,679.0
5-MY21WBAA,Омск,124.75
5-MY3YE4QP,Москва,360.0
5-MY7ZC4IU,Москва,612.25
5-MYR1C7MY,Москва,816.48
5-MYR1SBS3,Москва,22.12
5-MYT52LH3,Казань,22.12
5-MZ6TCZMV,Воронеж,349.5
5-MZ9UKKYD,Москва,2699.99
5-MZDQGXT7,Москва,880.0
5-MZEV1Y2K,Москва,1049.6
5-MZM99QMW,Москва,2398.2
5-MZOZPA2N,Москва,79.9
5-N0038JEN,Москва,101.66
5-N0EFKISB,Санкт-Петербург,1682.0
5-N0G89NC9,Москва,300.0
5-N0G9TNK8,Ростов-на-Дону,1311.63
5-N0YZUD2I,Самара,401.0
5-N0Z43L0Z,Санкт-Петербург,2936.54
5-N0ZWDM1I,Нижний Новгород,926.8
5-N11CHBAA,Москва,598.0
5-N11CHBAA,Санкт-Петербург,349.0
5-N14J9VDW,Москва,29.8
5-N14RQLL1,Москва,761.25
5-N15WSXKB,Москва,769.0
5-N1EQYJZV,Казань,2399.0
5-N1TAWB8Z,Казань,929.0
5-N1TAWB8Z,Нижний Новгород,814.0
5-N1XASCID,Красноярск,1100.0
5-N1XASCID,Москва,950.0
5-N1XASCID,Санкт-Петербург,139.6
5-N21YCT6A,Ростов-на-Дону,1999.0
5-N24TLTV9,Красноярск,1176.0700000000002
5-N28W1APA,Красноярск,99.5
5-N28W1APA,Москва,452.9
5-N28W1APA,Нижний Новгород,274.5
5-N28W1APA,Санкт-Петербург,70.0
5-N2B4WHFD,Москва,329.0
5-N2DPDT6X,Санкт-Петербург,125.0
5-N2GJSQQ0,Москва,405.8
5-N2GJSQQ0,Новосибирск,93.1
5-N2GJSQQ0,Санкт-Петербург,385.0
5-N2GYJ30M,Екатеринбург,360.0
5-N2IV5JJQ,Санкт-Петербург,1271.71
5-N2J703FB,Москва,899.0
5-N2J703FB,Новосибирск,1099.0
5-N2REEQ7N,Москва,329.0
5-N31527YN,Москва,288.0
5-N31527YN,Нижний Новгород,288.0
5-N32HDGPL,Москва,668.64
5-N37CPD1F,Челябинск,30.6
5-N37QSE4U,Москва,522.5
5-N3RYNKCB,Ростов-на-Дону,1999.0
5-N3VTA5XK,Москва,194.7
5-N41XC4YN,Красноярск,2645.0
5-N44PSYOG,Новосибирск,522.5
5-N46Z3TX3,Воронеж,249.75
5-N4D115M2,Москва,329.67
5-N4D115M2,Ростов-на-Дону,494.45
5-N4GEEG44,Санкт-Петербург,25.98
5-N4MRLB3J,Красноярск,360.0
5-N4PMBQO1,Санкт-Петербург,710.0
5-N4W16QHU,Москва,759.6
5-N5KG3WKJ,Москва,329.67
5-N5Q51KYU,Екатеринбург,449.0
5-N5Q51KYU,Москва,1288.9
5-N5Q51KYU,Новосибирск,649.0
5-N62HKZ79,Омск,38.5
5-N63X6I3S,Москва,20.5
5-N692BAM5,Нижний Новгород,798.0
5-N6BO8L8K,Санкт-Петербург,2324.3
5-N6EI3XZO,Москва,976.5
5-N6IWMTJ9,Омск,270.0
5-N6NHEZDI,Санкт-Петербург,1199.0
5-N6R7Y30T,Челябинск,679.0
5-N6UKVZR0,Москва,199.01
5-N6XUWYNN,Волгоград,354.8
5-N71KEAIB,Санкт-Петербург,1600.0
5-N72D8O7K,Москва,25.98
5-N7GEPMM4,Санкт-Петербург,3918.0
5-N7HWI47P,Екатеринбург,1501.0
5-N7RAL7DT,Москва,2145.88
5-N7XRGRMX,Москва,440.16
5-N7YZRBUK,Москва,468.75
5-N82DYNZJ,Казань,322.56
5-N82HD6I8,Москва,3092.55
5-N89K4GE1,Казань,1673.35
5-N8AKD4O9,Москва,329.67
5-N8AKD4O9,Челябинск,749.0
5-N8AUPH4T,Москва,399.6
5-N8B81XZT,Омск,350.44
5-N8J8QTQ0,Москва,329.0
5-N8LDM1VZ,Краснодар,2421.75
5-N8LDM1VZ,Москва,3715.15
5-N8MD0VD3,Уфа,359.7
5-N8SVSR77,Санкт-Петербург,555.0
5-N96TUZFE,Волгоград,1995.86
5-N96TUZFE,Краснодар,2599.0
5-N96TUZFE,Санкт-Петербург,360.0
5-N992V4T0,Челябинск,73.8
5-N9DX0WYD,Москва,2034.25
5-N9IY2FSS,Волгоград,320.0
5-N9IY2FSS,Краснодар,294.0
5-N9IY2FSS,Москва,419.0
5-N9IY2FSS,Новосибирск,99.01
5-N9IY2FSS,Санкт-Петербург,429.0
5-N9KD2JXK,Воронеж,209.5
5-N9KD2JXK,Москва,82.0
5-N9KD2JXK,Санкт-Петербург,59.9
5-N9M1CYGH,Воронеж,299.4
5-N9RWTXIB,Москва,649.0
5-NA7OLDCS,Казань,299.0
5-NAAD5DZI,Санкт-Петербург,100.1
5-NAB6K21Y,Москва,25.98
5-NAMXAUVV,Екатеринбург,679.0
5-NAOTGOV4,Пермь,1759.12
5-NATQWDDO,Краснодар,133.0
5-NAWSNVNR,Москва,304.5
5-NAWSNVNR,Самара,710.0
5-NAYCGOQ8,Красноярск,435.0
5-NB6S5NVW,Москва,349.0
5-NB82V3W4,Москва,2248.0
5-NB82V3W4,Пермь,1499.0
5-NBC25T0M,Москва,27.89
5-NBCCF7I5,Санкт-Петербург,363.9
5-NBNELVNQ,Волгоград,1499.0
5-NBNELVNQ,Санкт-Петербург,59.8
5-NBYZRQ97,Москва,599.0
5-NC64O1M0,Нижний Новгород,149.75
5-NCATIWSJ,Казань,124.75
5-NCEHVU35,Санкт-Петербург,515.0
5-NCF4ZMNA,Москва,1092.25
5-NCI951ND,Москва,249.5
5-NCJGMETK,Москва,1999.0
5-NCTR6JT8,Москва,999.0
5-ND83D1Z5,Москва,2799.3
5-NDCN8HUH,Казань,399.6
5-NDGBQ5DJ,Екатеринбург,314.1
5-NDJHE6QM,Санкт-Петербург,435.0
5-NDJZV565,Новосибирск,360.0
5-NDMD9CR9,Санкт-Петербург,435.0
5-NDQ6HQ9J,Санкт-Петербург,364.56
5-NDT2TM4W,Москва,149.4
5-NDZYHCAC,Казань,495.0
5-NE16SEZS,Москва,2595.8
5-NE31TUID,Москва,174.5
5-NE31TUID,Самара,124.75
5-NELOL4OY,Новосибирск,2065.1
5-NERS406A,Москва,599.0
5-NERS406A,Самара,679.0
5-NEVAN0SC,Санкт-Петербург,179.0
5-NEX7RPPQ,Санкт-Петербург,1453.95
5-NEXETXDS,Ростов-на-Дону,882.55
5-NFBJM0W2,Москва,301.78
5-NFOPQ0XB,Москва,1783.0
5-NFOPQ0XB,Новосибирск,270.0
5-NFOPQ0XB,Санкт-Петербург,1071.0
5-NFQ5JHEC,Москва,24.75
5-NG2IF81H,Москва,3343.0
5-NG2IF81H,Санкт-Петербург,1335.0
5-NG63LRI2,Москва,682.72
5-NG7OTNN9,Москва,835.14
5-NGDYSE0X,Санкт-Петербург,133.0
5-NGGB7YRF,Москва,923.8
5-NGGB7YRF,Новосибирск,34.9
5-NGGB7YRF,Омск,49.9
5-NGKPQ137,Екатеринбург,348.0
5-NGKPQ137,Ростов-на-Дону,435.0
5-NGKPQ137,Санкт-Петербург,259.0
5-NH2J4V41,Краснодар,195.0
5-NH2J4V41,Москва,1099.8
5-NH2J4V41,Новосибирск,755.21
5-NH2J4V41,Омск,29.7
5-NH2J4V41,Санкт-Петербург,189.0
5-NH5QG0O7,Санкт-Петербург,1499.0
5-NH6ZP1E8,Москва,329.0
5-NHCX9B60,Санкт-Петербург,875.84
5-NHD195AC,Москва,757.7
5-NHHOFG1G,Москва,1024.7
5-NHJ3RJFK,Краснодар,360.0
5-NHJ3RJFK,Москва,1599.0
5-NHJ8FNN4,Москва,1669.0
5-NHMX1TDL,Санкт-Петербург,1199.0
5-NHQT500R,Москва,133.0
5-NHQT500R,Омск,288.0
5-NHQT500R,Санкт-Петербург,288.0
5-NHTO8EM4,Ростов-на-Дону,970.0
5-NI2P04MX,Москва,1148.85
5-NI2P04MX,Санкт-Петербург,799.6
5-NI5N9O8F,Москва,94.8
5-NI8LDQ4X,Москва,2380.8
5-NIC3EUHS,Москва,154.5
5-NII5KK6K,Воронеж,100.1
5-NII5KK6K,Москва,497.0
5-NIIEG8EB,Москва,29.9
5-NIQO1PDV,Санкт-Петербург,610.0
5-NIVPECEC,Казань,599.0
5-NIYCHXGW,Краснодар,1999.0
5-NIYJFELB,Санкт-Петербург,133.0
5-NIZDQZDQ,Нижний Новгород,679.0
5-NIZDZ8LE,Екатеринбург,299.0
5-NIZDZ8LE,Казань,189.28
5-NIZDZ8LE,Москва,299.0
5-NJ0BFXW6,Волгоград,49.5
5-NJ3J0C3T,Санкт-Петербург,1099.0
5-NJ3J0C3T,Уфа,1099.0
5-NJI2YRGB,Екатеринбург,399.0
5-NJI2YRGB,Казань,648.75
5-NJI2YRGB,Красноярск,1007.5
5-NJI2YRGB,Москва,761.3
5-NJI2YRGB,Нижний Новгород,169.95
5-NJI2YRGB,Новосибирск,305.66
5-NJI2YRGB,Омск,2399.0
5-NJI2YRGB,Пермь,399.0
5-NJI2YRGB,Санкт-Петербург,3901.87
5-NJJZ92Q8,Москва,55.72
5-NKJZVEAE,Москва,500.0
5-NKQXEPC6,Челябинск,2099.5
5-NKSKGNBH,Ростов-на-Дону,435.0
5-NKXYEIW9,Санкт-Петербург,1709.05
5-NL1N66YC,Екатеринбург,2339.95
5-NL1N66YC,Казань,699.3
5-NL1N66YC,Москва,1924.29
5-NL1N66YC,Новосибирск,2006.71
5-NL1N66YC,Пермь,435.0
5-NL1N66YC,Санкт-Петербург,2215.03
5-NL1N66YC,Челябинск,1287.51
5-NL55B7BW,Москва,703.04
5-NL55NCQP,Екатеринбург,30.6
5-NLBQZD2S,Новосибирск,699.0
5-NLUWURDR,Москва,699.01
5-NLW872SI,Москва,399.0
5-NLZU6PH3,Москва,435.0
5-NLZU6PH3,Нижний Новгород,900.0
5-NMKHWA0Z,Санкт-Петербург,900.0
5-NMLP1LPW,Москва,3294.9
5-NMNYIV8Q,Москва,1001.47
5-NMOME6PL,Москва,41.23
5-NNIC2W9N,Москва,1699.0
5-NNJAFRT0,Москва,100.1
5-NNU4XS5H,Волгоград,725.0
5-NNU4XS5H,Краснодар,239.6
5-NNU4XS5H,Москва,725.01
5-NNU4XS5H,Санкт-Петербург,498.75
5-NO1LP9C7,Москва,59.9
5-NO2PNZQ0,Казань,2599.0
5-NOGP0VXR,Екатеринбург,631.28
5-NOGP0VXR,Новосибирск,355.39
5-NOI6BDX5,Екатеринбург,1289.0
5-NOOGB3CS,Москва,549.0
5-NOOGB3CS,Санкт-Петербург,549.0
5-NOULHT0Q,Москва,2799.3
5-NOZJ96VO,Москва,522.5
5-NP7PN8W7,Санкт-Петербург,1121.0
5-NP9APJNG,Москва,89.85
5-NPCGNHGA,Краснодар,1319.67
5-NPH7H16E,Волгоград,147.9
5-NPQLSPGZ,Москва,739.0
5-NQ6YWSTT,Краснодар,119.7
5-NQ6YWSTT,Новосибирск,1299.0
5-NQ93HT6V,Москва,1030.0
5-NQNW5CV1,Санкт-Петербург,1399.6
5-NQQUHKU3,Волгоград,2036.0
5-NQS8X4DR,Екатеринбург,489.0
5-NQS8X4DR,Казань,96.25
5-NQS8X4DR,Москва,689.6700000000001
5-NQS8X4DR,Нижний Новгород,54.0
5-NQS8X4DR,Новосибирск,259.0
5-NQS8X4DR,Санкт-Петербург,104.7
5-NQS8X4DR,Челябинск,102.0
5-NQZPN8LU,Санкт-Петербург,2504.2
